article,candidate,score,publishedAt
tim walz unveil plan rural voter campaign look cut edge democratic vp nominee tim walz unveils plan enhance rural healthcare economic policy aiming recruit healthcare professional extend medicare telemedicine targeting trumpleaning voting bloc plan also seek funding volunte,Kamala Harris,-0.1027,2024-10-15T17:38:05Z
bruce springsteen back blast world scott dworkinthe dworkin report scott dworkin dworkin report bruce springsteen back blast world bos ha spoken yesterday rock legend bruce springsteen endorsed president instagram video instantly went vira,Kamala Harris,0.5267,2024-10-04T17:45:00Z
watch live speaks erie pa roll plan boost economic opportunity black men pb newshour watch live speaks erie pa roll plan boost economic opportunity black menpbs newshour opinion harris pitch black menthe wall street journal proposes million forgivable loan black entrepreneur tru,Kamala Harris,0.9136,2024-10-15T11:33:27Z
orange man bad adopts bidens derangement syndrome rhetoric recently began regurgitate attack similar biden repeatedly used dropped post orange man bad adopts bidens derangement syndrome rhetoric appeared first breitbart,Kamala Harris,-0.8271,2024-10-16T16:02:28Z
hit back republican repeated attack childless status call daddy new interview call daddy podcast host alex cooper vice president spoke length relationship modern family opening helping raise stepchild child divorce,Kamala Harris,-0.2263,2024-10-06T20:52:55Z
hey dems stop doomscrolling go win election eugene robinsonwashington post eugene robinson washington post hey dems stop doomscrolling go win election vote vibe determine whether win november snap democrat take deep breath stop hyperventilating vice presiden,Kamala Harris,0.7783,2024-10-15T11:20:01Z
say increasingly unstable unfit president intensifying effort convince republican cross aisle back campaign bid expand electoral appeal less three week election day politics vice president campaign ha buoyed recen,Kamala Harris,0.4939,2024-10-16T19:12:44Z
us shocking slur private fundraiser maggie haberman report wa frustrated raised three month entire last year campaigning post us shocking slur private fundraiser maggie haberman report first appeared mediaite,Kamala Harris,-0.8316,2024-10-12T18:44:07Z
harris doctor report shes excellent health campaign look draw contrast dr joshua simmons u army colonel physician vicepresident wrote maintains healthy active lifestyle possesses physical mental resiliency required serve president,Kamala Harris,0.8442,2024-10-12T13:47:38Z
matt barnes asks people questioning blackness like new podcast interview matt barnes asked vp people questioning black identity infamously got detailed response post matt barnes asks people questioning blackness like new podcast inter,Kamala Harris,0.4215,2024-09-30T16:40:27Z
chuck todd ha lot vagueness economy want focus wednesday edition nbcs mtp nownbc news chief political analyst chuck todd stated democratic presidential candidate vice president ha given lot vagueness economy put much paper,Kamala Harris,0.6249,2024-09-19T08:56:12Z
field question black reporter week questioned heritage take question three member national association black journalist tuesday six week nabj conference appearance,Kamala Harris,-0.1027,2024-09-17T09:00:00Z
medical report seek play health card democratic white house candidate excellent health fit presidency according medical report published white,Kamala Harris,0.8225,2024-10-12T16:41:55Z
liz cheney go bat gop rep liz cheney joined vice president campaign trail wisconsin birthplace republican party didnt like,Kamala Harris,0.1506,2024-10-05T10:00:00Z
live broadcast hot mic moment milton briefing spark new earpiece conspiracy seemingly innocuous comment vice president wednesday hurricane milton briefing white house jumped supporter evidence wa getting fed information earpiece made rema,Kamala Harris,-0.1027,2024-10-09T19:54:15Z
whine small crowd size wisconsin wa forced indoor rally wisconsin security concern wildly exaggerated number people waiting outside couldnt get certainly ha turned screw inside brain rally k,Kamala Harris,-0.7699,2024-09-30T17:53:50Z
attend two fundraiser texas week latest news live update election president biden tour hurricane helene damage,Kamala Harris,-0.4939,2024-10-02T12:00:05Z
ha billionaire prominently backing trumptyler perry bill ackman weigh update like jeff bezos bill gate shied away offering endorsement like ultrarich counterpart elon musk shared thought two candidate,Kamala Harris,0.8807,2024-10-16T13:55:01Z
geraldo rivera endorses campaign responds veteran journalist geraldo rivera openly endorsed vice president presidential campaign team responds,Kamala Harris,0.5267,2024-10-15T15:40:18Z
awesome walz speech got almost press coverage scott dworkinthe dworkin report scott dworkin dworkin report awesome walz speech got almost press coverage coach rev motor city friday tim walz dropped powerful prounion speech front crowd filled worker detroit day tra,Kamala Harris,0.9001,2024-10-15T15:50:00Z
cnns scott jennings suggests cant expect win network poll show voter remember better scott jennings said doesnt understand anticipate victory given cnns poll,Kamala Harris,-0.0444,2024-09-25T14:01:24Z
fox anchor tasked interviewing ha history appeasing network protrump audience fox news anchor bret baier keenly aware fox viewer want affirm already feel week pressure prepares highstakes interview vice president democratic nominee presiden,Kamala Harris,0.5423,2024-10-16T16:40:45Z
let question let listen music sway bop music minute wapo odd town hall detour nytsongs included man man man world nothing compare u ave maria time say goodbye ymca hallelujah american trilogy november rain,Kamala Harris,0.4019,2024-10-15T14:51:35Z
jesse watters democrat worried ha stalled fox news host jesse watters highlight democrat growing nervous possibility vice president could lose former president jesse watters primetime,Kamala Harris,-0.3182,2024-10-15T01:36:10Z
uaw member existential threat auto industry auto worker founder brian pannebecker saidsaturday newsmax tv america right nowthat u auto industry face existential threat vice president elected president post uaw member existential,Kamala Harris,-0.7783,2024-10-13T16:29:08Z
rachel maddow really business decision vote rachel maddow look reason supporter might claim look past many shortcoming consider vote business decision business decision reason actually favor supporting e,Kamala Harris,0.7717,2024-10-15T18:13:13Z
fox news interview bret baier airing right far disaster baier following letting dodge direct answer diverting usual nonsequitur talking point wa raised middleclass family attacking bad move wo,Kamala Harris,-0.891,2024-10-16T22:34:01Z
gaining two swing state fox news poll wa found lead north carolina pennsylvania within margin error,Kamala Harris,0.0258,2024-09-28T02:45:51Z
bad news independent voter may move away republican democrat swing latest poll data ha claimed independent swayed away republican aligning democrat instead give major advantage u election circumstance ha suddenly gone,Kamala Harris,0.3182,2024-10-16T20:15:54Z
rack celebrity support see opening attack matt dixonnbc news matt dixon nbc news rack celebrity support see opening attack celebrity flocking endorse campaign ha tried portray vice president campaign touch ordinary,Kamala Harris,0.4404,2024-09-25T14:15:05Z
iran hack assassination plot act war lindsey graham say graham urged president joe biden vice president something alleged iranian plot,Kamala Harris,-0.8316,2024-09-25T01:45:27Z
view reveals commercial break right cohost blurts racist view revealed vp wa commercial break right one cohosts blurted racist post view reveals commercial break right cohost blurts,Kamala Harris,-0.8402,2024-10-08T18:47:38Z
campaigning liz cheney show effort win antitrump republican rep liz cheney campaigning thursday ripon wisconsin widely known birthplace republican party,Kamala Harris,0.7579,2024-10-03T21:28:01Z
election update schedule tuesday latest presidential poll usa today election update schedule tuesday latest presidential pollsusa today campaign key state today final sprint electioncnn rally atlanta hold town hall detroit election live update,Kamala Harris,0.0,2024-10-15T14:33:44Z
say wont run beaten november poll suggest rival neck neck key swing state election often decided,Kamala Harris,0.3252,2024-09-23T03:24:24Z
liz cheney rally implores nation reject depraved cruelty patrick svitekwashington post patrick svitek washington post liz cheney rally implores nation reject depraved cruelty two appeared together ripon wi small city known birthplace republican party ripon wi former republ,Kamala Harris,-0.8885,2024-10-04T16:30:01Z
jd vance right owns border disaster tuesday vice presidential debate ohio sen jd vance schooled minnesota gov tim walz actually responsible america ongoing border crisis vice president moment came cbs moderator democrat hack magaret br,Kamala Harris,-0.7845,2024-10-02T02:17:53Z
nancy mace serf slandering migrant fox news faulkner focus south carolina representative described migrant coming country rapist pedophile murderer claiming every state ha become border state rep mace parroting disgraceful rhetoric lie,Kamala Harris,-0.8442,2024-09-25T21:06:14Z
win key swing state asked chatgpt grok newsweek pitted two genai chatbots chatgpt grok see said presidential candidate might win key swing state,Kamala Harris,0.8225,2024-10-07T13:54:02Z
could beat podcast game candidate election courted biggest podcasters neither appeared big daddy joe rogans show making noise,Kamala Harris,0.0,2024-10-15T20:46:44Z
claim catholic persecuted attacked vice president deciding attend catholic charity dinner presidential candidate normally go new york,Kamala Harris,-0.3612,2024-09-23T18:53:00Z
hart campaign waning men hallelujah waning men currently assassination attempt let take time evaluate campaign,Kamala Harris,0.0258,2024-09-25T20:17:02Z
mitt romney wont say want voice posttrump gop sen mitt romney declined say voting suggesting want influence direction republican party posttrump future,Kamala Harris,0.3085,2024-10-09T22:10:14Z
absolutely true extrump spox get shot cnn peddling false claim murderer former spokesman marc lotter got shot cnn peddling lie vp releasing murderer country post absolutely true extrump spox get shot cnn peddling false claim,Kamala Harris,-0.6142,2024-10-04T11:53:58Z
vow end double tax million american living abroad american abroad asked residencebased taxation year offered support expat asked vicepresident similar pledge,Kamala Harris,0.4019,2024-10-14T13:33:07Z
howard sternvp highlight stern endorses punked though kicked day visit abc view ending day cbss late show stephen colbert vice president visit howard stern siriusxm show earlier today wa one getting preinterview b,Kamala Harris,0.5859,2024-10-09T01:08:08Z
chance holding onto georgia new poll president joe biden became first democrat win georgia since narrowly defeated,Kamala Harris,0.4019,2024-10-10T20:46:23Z
jimmy kimmel call stranding follower desert perfect metaphor possible second term video abc host also joke recent comment low like mole person post jimmy kimmel call stranding follower desert perfect metaphor possible second term video appeared first thewrap,Kamala Harris,0.875,2024-10-15T05:04:42Z
resonates woman former official impressed refusal humble former white house deputy press secretary told msnbc host monday evening vice president hitting right note medium tour going show key medium diet disengaged voter saying thing wil,Kamala Harris,0.4767,2024-10-08T01:52:16Z
rage gavin newscum fake photo ops statement iran attacking israel took truth social tuesday attack president joe biden vice president iranian missile raining israel post rage gavin newscum fake photo ops statement iran attacking,Kamala Harris,-0.9648,2024-10-01T18:35:57Z
vance give dumbest response ever black nazi mark robinson scandal jd vance responded scathing report maga candidate north carolina governor mark robinson ha repeatedly praised robinson left racist sexually graphic comment porn forum nowgop gubernatorial candidate described,Kamala Harris,-0.6808,2024-09-21T13:04:13Z
older voter power michigan lead headtohead race poll reveals new aarp poll wolverine state show former president narrowly lead democrat twoway ballot test,Kamala Harris,0.0,2024-10-15T14:00:02Z
senate democrat get honest private performance poll history prof fear justified election day six week away poll grab news headline every day many suggest vice president well way white housebut one senate democrat recently shared fear poll undercoun,Kamala Harris,0.4767,2024-09-24T19:10:00Z
national law enforcement group endorses president fernando cervantes jrusa today fernando cervantes jr usa today national law enforcement group endorses president presidential endorsement first police leader community safety coming wa endorsed national fraternal order,Kamala Harris,0.872,2024-09-24T01:55:00Z
brings child separated parent policy affected administration policy spoke campaign event vp wednesday,Kamala Harris,-0.1531,2024-10-16T21:24:34Z
taylor swift ha republican seeing red afraid little old republican seems unsurprisingly pissed taylor swift endorsed earlier month recent nbc news poll found percent republican unfavorable view swift significant incr,Kamala Harris,0.5267,2024-09-27T20:40:32Z
busted plagiarized least dozen section book crime busted plagiarized least dozen section book crime plagiarism apparently go far beyond bidens economic plan monday thread x investigative journalist christopher rufo learn famed,Kamala Harris,-0.7906,2024-10-14T16:55:26Z
curious scared debate minute releasing medical record shark stair,Kamala Harris,-0.1531,2024-10-14T19:01:14Z
new yorker endorses president new yorkers editor although made extraordinary inroad electorate responsible assessment contest ha luxury focussing imperative administration gliding past ramification ano,Kamala Harris,0.7269,2024-09-29T10:00:00Z
stupid day nullnullnullnullnull cnbc host joe kernen mocked republican pollster frank luntz defended announcing venezuelan eat cat dog nobody asked venezuela planning flee postelection sure doe mention caracas lot luntz join,Kamala Harris,-0.296,2024-10-09T16:18:44Z
campaign outraises august vice president team brought nearly million donation month post campaign outraises august appeared first thewrap,Kamala Harris,0.0,2024-09-21T20:52:39Z
sure seems mad sitting fox news gop presidential nominee said conservative network ha totally lost way,Kamala Harris,-0.2716,2024-10-15T15:07:21Z
weirdly surprised somehow woman better president joe biden oddly without explanation referenced vp harris gender observed ha performed better poll biden post weirdly surprised somehow woman better president joe biden first appeared,Kamala Harris,0.8591,2024-09-19T14:28:55Z
speak abortion georgia plan friday give first abortion speech atlanta address death two georgia woman according senior campaign official highlight dangerous consequence call abortion ban,Kamala Harris,-0.8481,2024-09-20T10:32:43Z
elon musk sick thought wa elon musk appeared alongside former guy butler pa join cacophony lie claiming want take away right vote bear arm speak freely magats seem speak fine push voter id another poll tax,Kamala Harris,0.4404,2024-10-06T17:28:05Z
vp make case president election interview vice president discusses economy immigration ongoing ukraine mideast war difference former president,Kamala Harris,-0.5994,2024-10-08T00:01:00Z
antenna netflix cancellation spiked day late july reed hastings endorsed announced super pac donation lucas shawbloomberg lucas shaw bloomberg antenna netflix cancellation spiked day late july reed hastings endorsed announced super pac donation rate cancellation almost tripled backer called action aga,Kamala Harris,0.8957,2024-09-30T09:25:04Z
v poll kamalas debate bounce emerges v poll show debate bounce emerging still early enough initial presidential polling suggest harris strong debate performance significant good,Kamala Harris,0.7906,2024-09-17T17:09:39Z
thats enormous steve kornacki describes massive gender gap new poll steve kornacki said meet press appearance benefiting significant gender gap among voter new poll,Kamala Harris,0.2023,2024-09-22T15:00:45Z
sarah huckabee sander attacked kid keep humble former press secretary arkansas governor sarah huckabee sander opened faux town hall michigan mispronouncing name going child keep humble sander spoke several minute,Kamala Harris,-0.4588,2024-09-18T20:06:58Z
launch multimilliondollar tv ad blitz hitting concept plan health care sahil kapurnbc news sahil kapur nbc news launch multimilliondollar tv ad blitz hitting concept plan health care democratic nominee opening aggressive new front health care seeing winning issue attract voter paint,Kamala Harris,0.9313,2024-10-01T12:05:10Z
u election immigration remains major issue voter trust border security immigration remains significant issue many voter try anything different predecessor,Kamala Harris,0.7579,2024-09-25T14:26:26Z
biden could beaten kellyanne conway conway predicts democrat regret pushing biden forecast narrow landslide,Kamala Harris,-0.6808,2024-10-14T18:15:29Z
hype despair democrat panicking prospect win loses momentum report losing ground upcoming u election especially battleground state major red flag democrat camp nearly day left poll begin team thes,Kamala Harris,-0.7264,2024-10-16T14:46:43Z
hit back liz cheney spraytan jibe event republican nominee branded liz cheney pathetic former congresswoman attended event,Kamala Harris,-0.5719,2024-10-04T08:52:23Z
marijuana stance hazier think signaling support marijuana legalization still unclear whether would go biden saul loebafp via getty image ha previously supported federal marijuana legalization continues back reform bu,Kamala Harris,0.6597,2024-09-27T09:39:19Z
try take oprah winfrey attack event winfrey wanted crawl table former president claimed wa largely unique interpretation actually transpired,Kamala Harris,-0.4767,2024-09-22T17:28:27Z
lead half margin biden poll vice president lead republican rival half much president joe biden according new poll,Kamala Harris,0.0,2024-10-03T16:23:04Z
taunt sore spot new interview handed silver platter filed bankruptcy time vp tried strike nerve told roland martin wa handed wealth silver platter file bankruptcy six time post taunt sore spot new interview handed silver platte,Kamala Harris,-0.3182,2024-10-14T19:07:05Z
chris wallace think debate scared minute interview think little scared compared longtime journalist tell view post chris wallace think debate scared minute interview appeared first thewrap,Kamala Harris,-0.8271,2024-10-15T21:01:56Z
threatening deport legal immigrant official doanld plan massive deportation would apply legal immigrant well undocumented immigrant exclusive interview newsnation said planned strip legal status haitian immigrant spri,Kamala Harris,0.1779,2024-10-03T13:25:55Z
nate silver offer debate advice immediately tuesday debate challenged rematch refusing take part another debate,Kamala Harris,-0.4767,2024-09-19T09:40:43Z
call increasingly unstable unhinged pennsylvania rally abc news abc news call increasingly unstable unhinged pennsylvania rally played clip campaign stop erie monday democratic presidential nominee vice president speaks campaign,Kamala Harris,-0.5859,2024-10-15T17:00:39Z
jill stein see lesser evil interview dearborn michigan widespread anger among arab american muslim u support israel war gaza lebanon could cost vice president democratic nominee election gr,Kamala Harris,-0.8834,2024-10-07T03:10:02Z
maga furious agrees fox news interview rightwing freakout full force fox news announced vice president sit interview network chief political anchor bret baier wednesday critical battleground state pennsylvaniait,Kamala Harris,-0.8658,2024-10-14T21:14:31Z
graphical trumpian discourse analysis ian prasad philbrick ashley wu element rally nyt energy mr third white house campaign come rally since president biden dropped race vice president took helm,Kamala Harris,0.2732,2024-10-09T15:42:28Z
house negro cnn explodes protrumper us historical slur black people supporting cnn panel exploded protrump guest used historical slur black supporter vp suggesting house african american post house negro cnn explodes protrumper us historical slur black people supporting,Kamala Harris,0.7845,2024-10-16T13:32:00Z
trash zelensky greatest salesman earth visit u made comment zelensky set meet president joe biden vice president thursday white house,Kamala Harris,0.6369,2024-09-24T20:29:54Z
ha billionaire openly backing many staying silent like jeff bezos bill gate shied away offering endorsement like ultrarich counterpart elon musk shared thought two candidate,Kamala Harris,0.8807,2024-10-12T12:00:00Z
speech offer detail crypto regulatory framework speech offer detail crypto regulatory framework coindesk bitcoin btc jump trader weigh china fiscal stimulus odds bloomberg plan boost ai crypto sector win specific stock co,Kamala Harris,0.7579,2024-10-15T07:19:41Z
fact checking economic promise comment vice president campaigned pittsburgh revealed economic policy plan enact elected president cbs news confirmed executive editor rhona tarrant ha claim,Kamala Harris,0.5719,2024-09-26T16:02:00Z
could nz foreign policy trumped government hoping win u election government push closer relation u could undone victory november,Kamala Harris,0.765,2024-10-06T23:05:05Z
sway bop music minute bizarre townhall episode marianne levinewashington post marianne levine washington post sway bop music minute bizarre townhall episode scene come vice president ha called unstable called question mental acuity oak pa town,Kamala Harris,-0.5719,2024-10-15T04:15:02Z
move lock antitrump republican liz cheney appear wisconsin city ripon considered birthplace modern republican party financial time reportsharris say republican voter may agree every policy issue ca,Kamala Harris,0.6369,2024-10-03T12:55:15Z
netflix cancellation spiked reed hastings donated lucas shawbloomberg lucas shaw bloomberg netflix cancellation spiked reed hastings donated rate cancellation almost tripled backer called action streaming service say goodbye another tough week hollywood,Kamala Harris,-0.128,2024-09-30T19:10:05Z
supporter declare netflix boycott netflix subscription number fallen since july cofounder endorsed bloomberg ha reported read full article rtcom,Kamala Harris,0.25,2024-10-01T14:04:46Z
protrump cnn analyst tell jim acosta baiting falling protrump cnn analyst shermichael singleton told anchor jim acosta vice president baiting falling post protrump cnn analyst tell jim acosta baiting falling f,Kamala Harris,-0.4215,2024-10-15T15:43:18Z
campaign court younger voter warning tequila tax latest social medium push campaign suggests universal tariff plan would take toll tequila cognac beer,Kamala Harris,-0.34,2024-10-07T19:06:44Z
medium nosedive record low first day insider sell share company ha lost half value since entered race,Kamala Harris,0.3818,2024-09-20T16:11:59Z
slam abortion ban delivered impassioned speech abortion right friday georgia accusing republican support abortion ban causing unnecessary suffering described farreaching painful even deadly consequence policy,Kamala Harris,-0.93,2024-09-20T21:21:22Z
refuse talk mark robinson north carolina weekend rally polling show virtually tied north carolina robinson running office,Kamala Harris,-0.296,2024-09-23T18:47:51Z
offer excuse refusing new debate declining another tv debate say voting less month away late another faceoff read full article rtcom,Kamala Harris,-0.34,2024-10-10T14:50:45Z
cnn crew crack van jones say melania onstage next week abortion bomb cnn analyst van jones drew laugh said melania would onstage vp next week big abortion announcement post cnn crew crack van jones say melania onstage next w,Kamala Harris,0.1027,2024-10-03T14:53:19Z
wouldnt support israel came leader movement explains whats happening,Kamala Harris,-0.3089,2024-10-16T09:40:00Z
kansa senator suggests abc news rigged debate hurt sen roger marshall rkansas ha accused abc news partiality leftleaning bias recent presidential debate saying campaign may read post kansa senator suggests abc news rigged debate hurt,Kamala Harris,-0.9001,2024-09-19T23:40:26Z
absurdly threatens minute editing interview must investigated starting today calling investigation minute apparently editing vice president harris answer make look presidential post absurdly threatens minute editing interview must investigated,Kamala Harris,-0.6369,2024-10-09T12:17:28Z
mika brzezinskis call surrogate go fox news spotlight glaring lack protrump voice msnbc mika brzezinksi urged surrogate appear called maga tv thursday morning doe msnbc network post mika brzezinskis call surrogate go fox news spotlight glaring lack prot,Kamala Harris,-0.5574,2024-10-03T18:03:01Z
von shitzinpants project criminal presser colorado felon multiconvicted felon sexual assaulter called vice president united state criminal gave one racist speech history disagreeing policy criminal,Kamala Harris,-0.93,2024-10-12T18:07:08Z
faceplants trying insult intelligence attempting attack mental faculty didnt seem know line presidential succession concept rudimentary taught grade school,Kamala Harris,-0.3612,2024-10-09T19:03:17Z
fox news host say holding debate brett baier said tuesday believed would agree appear fox news debate former president,Kamala Harris,0.3612,2024-09-25T22:01:30Z
superpac sent bogus medicare cancellation notice scare voter david cornmother jones david corn mother jones superpac sent bogus medicare cancellation notice scare voter maga inc ha disseminated mailer senior claim veep shutting program arizona older people rece,Kamala Harris,-0.6124,2024-10-16T20:20:01Z
melania reacts vp replacing biden democratic nominee country suffering fox news fox news melania reacts vp replacing biden democratic nominee country suffering bidenharris record speaks good way according former first lady melania asked vice presi,Kamala Harris,-0.5106,2024-09-26T17:45:08Z
fox news poll top two point dana blantonfox news dana blanton fox news fox news poll top two point latest fox news national survey find point shift since august vice president edge former president headtohead matchup voter see,Kamala Harris,0.3818,2024-09-18T23:25:04Z
zelenskytrashed pennsylvania mcconnell rewarded photoop mcconnell met zelensky house colleague opened investigation foreign leader campaign stop pennsylvania,Kamala Harris,0.25,2024-09-26T20:28:07Z
double calling mentally impaired definitely something missing doubled claiming vice president wa born mentally impaired speaking supporter rally sunday post double calling mentally impaired definitely something missi,Kamala Harris,0.6486,2024-09-29T20:03:11Z
endorsed national security official warn endangers democracy national security military official endorsed president sunday letter said vice president defends america democratic ideal former president endangers big picture latest boost h,Kamala Harris,0.91,2024-09-23T01:15:35Z
handed good news nate silver bold prediction chance winning november spiked since debate according silver model,Kamala Harris,0.872,2024-09-18T03:02:32Z
went viral civics lesson jd vance hope listened jd vance ha wrongly argued vice president opportunity implement policy idea civics lesson vance went viral,Kamala Harris,0.6808,2024-10-14T20:53:14Z
comedian dl hughley slam janet jackson white woman nose insult photo michael schwartzgetty image aba king comedy dl hughley didnt mince word response janet jackson viral comment vice president racejanetjacksons interview sounded like rally fyi litt,Kamala Harris,0.3612,2024-09-23T21:48:42Z
lead critical swing statesnew poll vice president clearest path victory includes michigan pennsylvania polling show ahead,Kamala Harris,-0.3182,2024-09-26T17:36:24Z
fact check tim walz repeat lie creating monitor pregnancy tim walz continue repeat lie want create federal abortion monitor coordinator despite numerous factchecks breitbart news also byusa today snopes post fact check tim walz repeat,Kamala Harris,0.5574,2024-09-18T13:04:22Z
surprise rallygoers damning video unstable unhinged vice president literally rolled tape republican rival drawing gasp audience erie pennsylvania,Kamala Harris,-0.4215,2024-10-15T06:26:56Z
agrees charlamagne vision america fascism former president plan would destroy democracy veep said calling weak man cozy dictator like vladimir putin,Kamala Harris,-0.2732,2024-10-16T15:17:06Z
melanias abortion reveal humiliating repudiation political gift melania doubled prochoice abortion rhetoric stunning new video directly contradicting stated antiabortion stance post melanias abortion reveal humiliating repudiation political gift fi,Kamala Harris,0.4019,2024-10-03T18:46:07Z
doug emhoff say wont debate kicked first time cue allcaps screaming truth social,Kamala Harris,-0.0772,2024-10-14T20:56:54Z
mock stopping town hallafter people needed medical help much providing context biting tongue respect professor jacobson beyond infuriating post mock stopping town hallafter people needed medical help first appeared legal insurrection,Kamala Harris,-0.296,2024-10-15T13:00:45Z
springsteen back rip saying democratic presidential ticket support vision america ive consistently writing year bruce springsteen forcefully endorsed vice president thursday threeminute instagram video delivered,Kamala Harris,0.6908,2024-10-03T23:20:00Z
elon musk joke assassination pointless trumpsupporting tech billionaire ha repeated false claim nobody trying assassinate,Kamala Harris,-0.0772,2024-10-08T13:09:46Z
shock poll show arab american support gop democrat following bidens gaza policy new poll conducted arab american institute found arab american likely support vice president post shock poll show arab american support gop democrat following biden,Kamala Harris,0.4404,2024-10-03T11:05:15Z
spliced minute fire deceptively editing interview demand full release cbs ha come fire fordeceptively editing minute interview replacing wordsalad answer preinterview teaser acompletely different answerin version aired article tyler durden republished zerohed,Kamala Harris,-0.5994,2024-10-10T06:00:00Z
likely supportive crypto joe biden galaxy research undoubtedly favorable industry noted galaxy research alex thorn harris neutral stance ha downside,Kamala Harris,0.6908,2024-10-15T12:32:42Z
admits wont anything different biden admits wont anything different biden authored steve watson via modernitynews first live appearance anything besides debate floundered handed campaign huge gift appea,Kamala Harris,0.8225,2024-10-09T18:31:33Z
teaming top antitrump republican ahead bret baier fox news interview vice president sit interview fox news bret baier special report teaming top antitrump republican campaign event battleground pennsylvania,Kamala Harris,0.3818,2024-10-16T16:58:55Z
hold small national lead increase edge economy poll former president extended lead economy vice president continues hold slim lead national poll,Kamala Harris,0.3182,2024-10-16T12:07:26Z
play clip hitler case medium cant bear afraid servicey,Kamala Harris,0.34,2024-10-15T12:55:29Z
warns ha dangerous condition seasonal allergy said medical report good ha dangerous condition like urticaria rhinitis aka hive seasonal allergy yet health perfect evidenced dancing town hall minute,Kamala Harris,0.743,2024-10-15T20:48:44Z
kidding rip full lie asked abortion execute baby whopper vp ripped asked lie state allow people execute baby born saying guy full lie post kidding rip full lie asked abortion exec,Kamala Harris,0.4019,2024-10-07T13:54:35Z
personally triggered cnn morning crew stunned obsession mcdonalds cnns morning show crew tore apart rant protector lonely woman never think abortion win post personally triggered cnn morning crew stunned obsession,Kamala Harris,-0.9113,2024-09-25T14:55:10Z
team adviser cnn trash rally attack actually offensive bryan lanza told cnns audience found attack vice president actually offensive attack wa made rally post team adviser cnn trash rally attack actually offensive first appe,Kamala Harris,-0.9657,2024-09-18T12:03:55Z
nbcs andrea mitchell say misogynation black white men helping tanking nbcs andrea mitchell claimed misogynation could responsible vice president harris poor poll number among men various ethnicity sunday edition meet press mitchell joined panel moderated network anchor kristen welker,Kamala Harris,0.1779,2024-10-06T18:26:00Z
campaign liz cheney vice president thursday appeared one highestprofile republican endorse former rep liz cheney come former first lady melania unexpectedly came favor abortion right video promoting upcoming,Kamala Harris,0.7579,2024-10-03T23:58:00Z
say caller claimed put nonwhite people camp made really important point vice president praised voter making really important point suggested would put anyone doesnt look white camp post say caller claimed put nonwhite people camp made,Kamala Harris,0.7496,2024-10-15T23:44:07Z
video lack context showing asking audience preferred black white president u vice president campaign shared second video clip october facebook instagram tiktok,Kamala Harris,0.0258,2024-10-11T20:42:00Z
rudy giulianis daughter took dad please dont let take country nothing experienced prepared public relentless implosion father life writes caroline giuliani announcing support,Kamala Harris,0.5475,2024-09-30T16:22:14Z
reporter cnn factchecks claim ha assassination try dont know one tried kill caldwell factchecked claim effort assassination saying dont know vp hasnt people try kill post reporter cnn factchecks claim ha assassination try dont know one,Kamala Harris,-0.9601,2024-09-17T18:41:27Z
dont need call dumb nikki haley shared exactly think woman largely prefer breaking news woman dont like called dumbview entire post,Kamala Harris,0.4574,2024-09-20T12:24:55Z
jimmy kimmel say gop endorsement prove really bringing country together video abc host joke among republican endorsed melania post jimmy kimmel say gop endorsement prove really bringing country together video appeared first thewrap,Kamala Harris,0.7783,2024-09-19T04:56:51Z
harold meyerson happened teamster sought endorsement international brotherhood teamster board decided endorsement surprised many people biden administration wa prounion presidency decade administrat,Kamala Harris,0.6705,2024-09-21T15:00:00Z
undergoes minute grilling sits natasha koreckinbc news natasha korecki nbc news undergoes minute grilling sits refused say whether biden administration early border policy wa mistake backed interview program vice president ka,Kamala Harris,-0.5423,2024-10-08T02:30:05Z
challenge second debate cnn expresident ha publicly refused participate debate disastrous sept showing abc post challenge second debate cnn appeared first thewrap,Kamala Harris,-0.4767,2024-09-21T17:18:56Z
something wrong republican candidate ha called democratic rival pas cognitive stamen agility test read full article rtcom,Kamala Harris,-0.1779,2024-10-14T15:28:19Z
new ad cringe think theyre actually nick aramaredstate nick arama redstate new ad cringe think theyre actually surely wracking endorsement except theyre kind endorsement arent exactly going make people vote inclu,Kamala Harris,0.872,2024-09-24T10:35:01Z
bizarrely mock harris dangerous allergy revealed medical report deeply serious lashed vice president early morning social medium rant bizarrely ridiculed result recently released medical report post bizarrely mock harris dangerous allergy revealed medical r,Kamala Harris,-0.9459,2024-10-15T11:15:27Z
chiquibaby asks madam president assassination bid thought political violence radio host chiquibaby asked madam president weigh political violence wake foiled assassination plot post chiquibaby asks madam president assassination bid thou,Kamala Harris,-0.9678,2024-09-17T16:45:12Z
go fox stick henhouse bulwark bulwark go fox stick henhouse taking real risk closing week expresident basically talking fanboys three week go happy tuesday playing win harr,Kamala Harris,0.802,2024-10-15T14:20:01Z
attack health white house ha published note vice president harris doctor describing physical mental condition excellent read full article rtcom,Kamala Harris,0.4588,2024-10-13T00:51:58Z
open point lead among independent poll independent critical voting block november election likely determined close vote battleground state,Kamala Harris,-0.6705,2024-10-07T17:56:37Z
electoralvote heist underway nebraska late maine democrat retaliate nebraska republican may implement winnertakeall system swiping electoral vote slight advantage could key close election,Kamala Harris,0.25,2024-09-19T21:10:47Z
