article,candidate,score,publishedAt
nbcs andrea mitchell say misogynation black white men helping tanking,Kamala Harris,0.296,2024-10-06T18:26:00Z
nbcs andrea mitchell claimed misogynation could responsible vice president harris poor poll number among men various ethnicity sunday edition meet press mitchell joined panel moderated network anchor kristen welker,Kamala Harris,-0.128,2024-10-06T18:26:00Z
campaign plan ramp negative messaging nbc news,Kamala Harris,-0.5719,2024-10-04T22:25:04Z
nbc news campaign plan ramp negative messaging new phase final week presidential campaign aimed trying persuade undecided voter support vice president aide said washington,Kamala Harris,-0.4404,2024-10-04T22:25:04Z
bruce springsteen endorses president criticising dangerous dee jeffersonthe guardian,Kamala Harris,-0.5267,2024-10-04T13:40:06Z
dee jefferson guardian bruce springsteen endorses president criticising dangerous born run singer praise tim walzs commitment vision america ive consistently writing,Kamala Harris,0.5859,2024-10-04T13:40:06Z
clap back childless criticism call daddy interview magats stay salty,Kamala Harris,-0.4404,2024-10-07T21:17:22Z
vice president kamla recently made appearance alex cooper popular call daddy podcast supporter also fan podcast extra salty appearance theyre always complaining doesnt interview,Kamala Harris,0.6597,2024-10-07T21:17:22Z
hit back liz cheney spraytan jibe event,Kamala Harris,0.0,2024-10-04T08:52:23Z
republican nominee branded liz cheney pathetic former congresswoman attended event,Kamala Harris,-0.5719,2024-10-04T08:52:23Z
campaign liz cheney bid win republican skeptical ece yildirimcnbc,Kamala Harris,0.3612,2024-10-04T10:40:02Z
ece yildirim cnbc campaign liz cheney bid win republican skeptical republican former rep liz cheney hit campaign trail democratic vice president thursday ripon wisconsin part coordi,Kamala Harris,0.3612,2024-10-04T10:40:02Z
renter think better candidate housing survey find,Kamala Harris,0.4404,2024-10-02T17:15:48Z
close half think would better making housing affordable almost third think would better according redfin,Kamala Harris,0.7003,2024-10-02T17:15:48Z
absolutely true extrump spox get shot cnn peddling false claim murderer,Kamala Harris,-0.3626,2024-10-04T11:53:58Z
former spokesman marc lotter got shot cnn peddling lie vp releasing murderer country post absolutely true extrump spox get shot cnn peddling false claim,Kamala Harris,-0.3626,2024-10-04T11:53:58Z
say hurricane helene katrina death toll rise,Kamala Harris,-0.5994,2024-10-06T00:11:01Z
call helene worst hurricane response president vice president since katrina defends federal aid effort,Kamala Harris,-0.6249,2024-10-06T00:11:01Z
could nz foreign policy trumped government hoping win u election,Kamala Harris,0.765,2024-10-06T23:05:05Z
government push closer relation u could undone victory november,Kamala Harris,0.0,2024-10-06T23:05:05Z
undecided voter tell cnn voting watching vances remark election cbs debate,Kamala Harris,-0.2263,2024-10-02T10:17:35Z
undecided voter told cnn would voting hearing jd vances answer whether would accept result election loses post undecided voter tell cnn voting watching vances remark ab,Kamala Harris,-0.3612,2024-10-02T10:17:35Z
day campaign brace trench warfare new york time,Kamala Harris,-0.296,2024-10-05T11:50:05Z
new york time day campaign brace trench warfare tight contest seven battleground state candidate pressing thousand vote could sway outcome entire election vi,Kamala Harris,-0.5994,2024-10-05T11:50:05Z
cnn anchor press john bolton refusal endorse either writein pick dick cheney back dems,Kamala Harris,-0.25,2024-10-03T14:38:26Z
john bolton told cnn still plan casting protest vote election original pick dick cheney endorsed vice president post cnn anchor press john bolton refusal endorse either writein,Kamala Harris,0.0772,2024-10-03T14:38:26Z
mika brzezinskis call surrogate go fox news spotlight glaring lack protrump voice msnbc,Kamala Harris,-0.3182,2024-10-03T18:03:01Z
mika brzezinksi urged surrogate appear called maga tv thursday morning doe msnbc network post mika brzezinskis call surrogate go fox news spotlight glaring lack prot,Kamala Harris,-0.3182,2024-10-03T18:03:01Z
evangelicals claim franklin graham threatening sue,Kamala Harris,-0.5267,2024-10-08T18:09:48Z
organization evangelical christian working elect vice president claimed tuesday trumpbacking evangelical leader franklin graham threatening sue adswriting twitter evangelicals har,Kamala Harris,-0.5267,2024-10-08T18:09:48Z
liz cheney rally implores nation reject depraved cruelty patrick svitekwashington post,Kamala Harris,-0.765,2024-10-04T16:30:01Z
patrick svitek washington post liz cheney rally implores nation reject depraved cruelty two appeared together ripon wi small city known birthplace republican party ripon wi former republ,Kamala Harris,-0.5994,2024-10-04T16:30:01Z
harris wall street charm offensive begin pay financial time,Kamala Harris,-0.1779,2024-10-04T22:20:03Z
financial time harris wall street charm offensive begin pay vicepresident build tie finance boss attempt quell support wall street warming u presidential candidate week behind,Kamala Harris,0.3818,2024-10-04T22:20:03Z
victor davis hanson,Kamala Harris,0.0,2024-10-04T00:00:00Z
hoover institution fellow victor davis hanson say ha hidden socialist view election campaign get elected revert back open border softoncrime radical policy,Kamala Harris,0.34,2024-10-04T00:00:00Z
cassidy hutchinson wish knew republican arent following liz cheneys lead voting video,Kamala Harris,0.4019,2024-10-03T22:10:30Z
dont know many republican specifically men cloaking cowardice former aide say morning joe post cassidy hutchinson wish knew republican arent following liz cheneys lead voting kamal,Kamala Harris,0.4019,2024-10-03T22:10:30Z
springsteen back rip,Kamala Harris,0.0,2024-10-03T23:20:00Z
saying democratic presidential ticket support vision america ive consistently writing year bruce springsteen forcefully endorsed vice president thursday threeminute instagram video delivered,Kamala Harris,0.6908,2024-10-03T23:20:00Z
tell call daddy wont womens protector guy said woman punished abortion video,Kamala Harris,-0.4588,2024-10-06T22:00:16Z
alex cooper say also invited republican candidate declined add welcome discus womens right time post tell call daddy wont womens protector guy said woman,Kamala Harris,0.4588,2024-10-06T22:00:16Z
elon musk sicko,Kamala Harris,0.0,2024-10-01T00:00:02Z
elon musk posted longwinded racist rambling attack migrant promoted great replacement theory democrat win replace vote man cracked full text utterly demented post xi,Kamala Harris,0.5574,2024-10-01T00:00:02Z
win key swing state asked chatgpt grok,Kamala Harris,0.5859,2024-10-07T13:54:02Z
newsweek pitted two genai chatbots chatgpt grok see said presidential candidate might win key swing state,Kamala Harris,0.5859,2024-10-07T13:54:02Z
lead half margin biden poll,Kamala Harris,0.0,2024-10-03T16:23:04Z
vice president lead republican rival half much president joe biden according new poll,Kamala Harris,0.0,2024-10-03T16:23:04Z
open point lead among independent poll,Kamala Harris,0.0,2024-10-07T17:56:37Z
independent critical voting block november election likely determined close vote battleground state,Kamala Harris,-0.6705,2024-10-07T17:56:37Z
elon musk sick thought wa,Kamala Harris,-0.5106,2024-10-06T17:28:05Z
elon musk appeared alongside former guy butler pa join cacophony lie claiming want take away right vote bear arm speak freely magats seem speak fine push voter id another poll tax,Kamala Harris,0.7351,2024-10-06T17:28:05Z
point board michigan expert say magic johnson delivered slam dunk,Kamala Harris,-0.3818,2024-10-04T23:23:25Z
vice president got major boost friday basketball legend earvin magic johnson delivered energetic endorsement democratic nominee home state political analyst saidjohnson outspoken critic administrati,Kamala Harris,0.7003,2024-10-04T23:23:25Z
really lack empathy basic level hit hard asked hurricane lie,Kamala Harris,-0.4576,2024-10-08T15:55:31Z
put need fear really lack empathy basic level care suffering people post really lack empathy basic level hit hard asked hurrica,Kamala Harris,-0.8265,2024-10-08T15:55:31Z
much learn poll,Kamala Harris,0.0,2024-10-08T13:23:31Z
poll correct election held today would pull narrow winbut nobody trust poll rightthats could something systematically wrong perhaps shy voter refuse,Kamala Harris,-0.4588,2024-10-08T13:23:31Z
resonates woman former official impressed refusal humble,Kamala Harris,0.4767,2024-10-08T01:52:16Z
former white house deputy press secretary told msnbc host monday evening vice president hitting right note medium tour going show key medium diet disengaged voter saying thing wil,Kamala Harris,0.0,2024-10-08T01:52:16Z
obama head pennsylvania give campaign jolt,Kamala Harris,0.0,2024-10-10T12:52:37Z
obama head pennsylvania give campaign jolt second column th story link related storiesvideo howard stern overtakes among suburban voter reutersipsos polling show supporter fume,Kamala Harris,-0.0258,2024-10-10T12:52:37Z
crazier path wrest alaska away,Kamala Harris,-0.0258,2024-10-10T15:52:37Z
crazier path wrest alaska away second column th story link related storiesvideo howard stern poll overtakes among suburban voter reutersipsos polling show supporter fume,Kamala Harris,-0.0516,2024-10-10T15:52:37Z
vow end double tax million american living abroad,Kamala Harris,0.0,2024-10-14T13:33:07Z
american abroad asked residencebased taxation year offered support expat asked vicepresident similar pledge,Kamala Harris,0.4019,2024-10-14T13:33:07Z
demand transcript minute interview,Kamala Harris,-0.128,2024-10-09T08:13:10Z
republican suggested encounter ha edited benefit vice president,Kamala Harris,0.6597,2024-10-09T08:13:10Z
admits wont anything different biden,Kamala Harris,0.296,2024-10-09T18:31:33Z
admits wont anything different biden authored steve watson via modernitynews first live appearance anything besides debate floundered handed campaign huge gift appea,Kamala Harris,0.7506,2024-10-09T18:31:33Z
much better economy,Kamala Harris,0.4404,2024-10-15T13:39:08Z
come igniting vibrant economy contest beat biden landslide lively new book spell,Kamala Harris,0.743,2024-10-15T13:39:08Z
spliced minute fire deceptively editing interview demand full release,Kamala Harris,-0.4404,2024-10-09T19:27:04Z
spliced minute fire deceptively editing interview demand full release cbs ha come fire deceptively editing minute interview replacing wordsalad answer preinterview teaser,Kamala Harris,-0.5994,2024-10-09T19:27:04Z
graphical trumpian discourse analysis,Kamala Harris,0.0,2024-10-09T15:42:28Z
ian prasad philbrick ashley wu element rally nyt energy mr third white house campaign come rally since president biden dropped race vice president took helm,Kamala Harris,0.2732,2024-10-09T15:42:28Z
busted plagiarized least dozen section book crime,Kamala Harris,-0.5423,2024-10-14T16:55:26Z
busted plagiarized least dozen section book crime plagiarism apparently go far beyond bidens economic plan monday thread x investigative journalist christopher rufo learn famed,Kamala Harris,-0.5423,2024-10-14T16:55:26Z
ha billionaire openly backing many staying silent,Kamala Harris,0.3612,2024-10-12T12:00:00Z
like jeff bezos bill gate shied away offering endorsement like ultrarich counterpart elon musk shared thought two candidate,Kamala Harris,0.8271,2024-10-12T12:00:00Z
campaign rage beer stephen colbert,Kamala Harris,-0.5574,2024-10-09T02:26:24Z
cbs campaign ha responded tuesday evening appearance slugging beer late show stephen colbert blasting vice president touch elitistfor first interview late show since became,Kamala Harris,0.34,2024-10-09T02:26:24Z
rufus wainwright say playing hallelujah cover wa height blasphemy,Kamala Harris,0.7003,2024-10-15T17:02:18Z
singer also expressed support vice president rufus wainwright say playing hallelujah cover wa height blasphemy eddie fu,Kamala Harris,0.4215,2024-10-15T17:02:18Z
video lack context showing asking audience preferred black white president,Kamala Harris,-0.3182,2024-10-11T20:42:00Z
u vice president campaign shared second video clip october facebook instagram tiktok,Kamala Harris,0.34,2024-10-11T20:42:00Z
von shitzinpants project criminal,Kamala Harris,-0.5267,2024-10-12T18:07:08Z
presser colorado felon multiconvicted felon sexual assaulter called vice president united state criminal gave one racist speech history disagreeing policy criminal,Kamala Harris,-0.886,2024-10-12T18:07:08Z
nikki haley voter win,Kamala Harris,0.5859,2024-10-09T21:11:20Z
nikki haley voter win reach never republican new poll show nikki haley voter arent necessarily following haley column,Kamala Harris,0.5994,2024-10-09T21:11:20Z
could beat podcast game,Kamala Harris,0.0,2024-10-15T20:46:44Z
candidate election courted biggest podcasters neither appeared big daddy joe rogans show making noise,Kamala Harris,0.0,2024-10-15T20:46:44Z
something wrong,Kamala Harris,-0.4767,2024-10-14T15:28:19Z
republican candidate ha called democratic rival pas cognitive stamen agility test read full article rtcom,Kamala Harris,0.34,2024-10-14T15:28:19Z
attack health,Kamala Harris,-0.4767,2024-10-13T00:51:58Z
white house ha published note vice president harris doctor describing physical mental condition excellent read full article rtcom,Kamala Harris,0.7269,2024-10-13T00:51:58Z
call loser miller high life stephen colbert,Kamala Harris,-0.5267,2024-10-09T14:34:36Z
appearing late show touched issue taking shot opponent former president ha running since,Kamala Harris,0.34,2024-10-09T14:34:36Z
hey kristi noem maybe get quote right calling anyone stupid,Kamala Harris,-0.5267,2024-10-15T14:36:24Z
im even sure exactly wa trying say wordsalad attack event oak pa monday maybe check source quote us call people stupid,Kamala Harris,-0.6369,2024-10-15T14:36:24Z
offer excuse refusing new debate,Kamala Harris,-0.34,2024-10-10T14:50:45Z
declining another tv debate say voting less month away late another faceoff read full article rtcom,Kamala Harris,0.0,2024-10-10T14:50:45Z
release medical report saying shes fit office ha yet provide,Kamala Harris,0.5994,2024-10-12T14:00:07Z
vice president released summary medical record white house physician deemed healthy yearold female ha medical history notable seasonal allergy urticaria,Kamala Harris,0.6249,2024-10-12T14:00:07Z
warns ha dangerous condition seasonal allergy,Kamala Harris,-0.2732,2024-10-15T20:48:44Z
said medical report good ha dangerous condition like urticaria rhinitis aka hive seasonal allergy yet health perfect evidenced dancing town hall minute,Kamala Harris,0.8126,2024-10-15T20:48:44Z
okay spox hit back midnight meltdown vps mental acuity,Kamala Harris,0.2263,2024-10-14T14:04:16Z
called take cognitive test suggested could something wrong,Kamala Harris,-0.4767,2024-10-14T14:04:16Z
howard sternvp highlight stern endorses punked,Kamala Harris,0.5859,2024-10-09T01:08:08Z
though kicked day visit abc view ending day cbss late show stephen colbert vice president visit howard stern siriusxm show earlier today wa one getting preinterview b,Kamala Harris,0.0,2024-10-09T01:08:08Z
cut short town hall qa favor song rally playlist,Kamala Harris,0.1531,2024-10-15T14:02:44Z
vice president campaign seized moment social medium post saying former president looked confused,Kamala Harris,-0.3182,2024-10-15T14:02:44Z
hit brutally honest question health,Kamala Harris,-0.1779,2024-10-14T07:13:52Z
vice president suggested weak unstable lead nation,Kamala Harris,-0.6597,2024-10-14T07:13:52Z
medical report seek play health card,Kamala Harris,0.34,2024-10-12T16:41:55Z
democratic white house candidate excellent health fit presidency according medical report published white,Kamala Harris,0.7351,2024-10-12T16:41:55Z
obama campaign candidate hit swing state,Kamala Harris,0.0,2024-10-11T17:09:00Z
former president barack obama hit campaign trail thursday pittsburgh vice president made impassioned plea focusing attention black men voter group ha struggled gain support meanwhile campaign,Kamala Harris,0.7269,2024-10-11T17:09:00Z
need say hurricane,Kamala Harris,0.0,2024-10-11T10:00:00Z
nobody mentioned home insurance crisis vice presidential debate october wa especially striking omission hurricane helene one destructive deadliest hurricane u history wiped entire town,Kamala Harris,-0.8442,2024-10-11T10:00:00Z
hillary clinton warns prepared october surprise,Kamala Harris,0.3818,2024-10-12T17:14:31Z
hillary clinton sounded upbeat chance accomplishing clinton hoped becoming first woman president also advice clinton believe strongly ha prepared lastminut,Kamala Harris,0.8402,2024-10-12T17:14:31Z
chris wallace ha plateaued slight favorite,Kamala Harris,0.6597,2024-10-11T02:06:51Z
cnn host chris wallace said thursday situation room democratic presidential nominee vice president plateaued support post chris wallace ha plateaued slight favorite appeared first breit,Kamala Harris,0.7964,2024-10-11T02:06:51Z
doug emhoff say wont debate kicked first time,Kamala Harris,0.0,2024-10-14T20:56:54Z
cue allcaps screaming truth social,Kamala Harris,-0.0772,2024-10-14T20:56:54Z
jack october surprise dud,Kamala Harris,0.0258,2024-10-09T04:00:00Z
oct prosecutor jack smith filed page motion president contains nothing new document revered msnbc crowd people already plan vote rest america,Kamala Harris,-0.4023,2024-10-09T04:00:00Z
let question let listen music,Kamala Harris,0.0,2024-10-15T14:51:35Z
sway bop music minute wapo odd town hall detour nytsongs included man man man world nothing compare u ave maria time say goodbye ymca hallelujah american trilogy november rain,Kamala Harris,0.4019,2024-10-15T14:51:35Z
maga furious agrees fox news interview,Kamala Harris,-0.4404,2024-10-14T21:14:31Z
rightwing freakout full force fox news announced vice president sit interview network chief political anchor bret baier wednesday critical battleground state pennsylvaniait,Kamala Harris,-0.7783,2024-10-14T21:14:31Z
powerful ad take woodshed bashing detroit,Kamala Harris,0.4215,2024-10-12T13:33:16Z
theme america first candidate president united state consistently bash check note united state felon last target wa detroit attacked city face detroit wa supposed,Kamala Harris,0.3818,2024-10-12T13:33:16Z
wholly unqualified campaign responds medical report release,Kamala Harris,0.0,2024-10-12T16:52:22Z
vice president democratic presidential nominee released medical record saturday,Kamala Harris,0.0,2024-10-12T16:52:22Z
try shore support key voting bloc,Kamala Harris,0.4019,2024-10-13T23:28:00Z
vice president sunday wa campaign trail north carolina still recovering devastation hurricane helene former president meanwhile wa arizona announce new proposal expand border patrol nik,Kamala Harris,-0.128,2024-10-13T23:28:00Z
watch drink beer stephen colbert american pay percent beer bidenharris inflation,Kamala Harris,-0.1027,2024-10-09T17:02:40Z
vice president beer late show host stephen colbert tuesday evening meanwhile inflation ha soared watch leaving american paying percent beer wa office post watch h,Kamala Harris,0.34,2024-10-09T17:02:40Z
harris doctor report shes excellent health campaign look draw contrast,Kamala Harris,0.5719,2024-10-12T13:47:38Z
dr joshua simmons u army colonel physician vicepresident wrote maintains healthy active lifestyle possesses physical mental resiliency required serve president,Kamala Harris,0.6597,2024-10-12T13:47:38Z
faceplants trying insult intelligence,Kamala Harris,-0.0516,2024-10-09T19:03:17Z
attempting attack mental faculty didnt seem know line presidential succession concept rudimentary taught grade school,Kamala Harris,-0.3182,2024-10-09T19:03:17Z
live broadcast hot mic moment milton briefing spark new earpiece conspiracy,Kamala Harris,-0.3612,2024-10-09T19:54:15Z
seemingly innocuous comment vice president wednesday hurricane milton briefing white house jumped supporter evidence wa getting fed information earpiece made rema,Kamala Harris,0.2732,2024-10-09T19:54:15Z
professor suspended calling male supporter lined shot,Kamala Harris,-0.25,2024-10-10T06:00:00Z
professor university kansa wa suspended wednesday footage emerged telling class men choose vote lined shot article tyler durden republished zerohedgecom seriously,Kamala Harris,-0.5859,2024-10-10T06:00:00Z
us shocking slur private fundraiser maggie haberman report,Kamala Harris,-0.4019,2024-10-12T18:44:07Z
wa frustrated raised three month entire last year campaigning post us shocking slur private fundraiser maggie haberman report first appeared mediaite,Kamala Harris,-0.7269,2024-10-12T18:44:07Z
protrump cnn analyst tell jim acosta baiting falling,Kamala Harris,-0.1531,2024-10-15T15:43:18Z
protrump cnn analyst shermichael singleton told anchor jim acosta vice president baiting falling post protrump cnn analyst tell jim acosta baiting falling f,Kamala Harris,-0.296,2024-10-15T15:43:18Z
endorsed top white house official lose woman color would devastating ego,Kamala Harris,-0.6369,2024-10-15T15:02:26Z
omarosa manigaultnewman ha publicly endorsed stating potential defeat hand would devastating ego,Kamala Harris,-0.1779,2024-10-15T15:02:26Z
uaw member existential threat auto industry,Kamala Harris,-0.5267,2024-10-13T16:29:08Z
auto worker founder brian pannebecker said saturday newsmax tv america right u auto industry face existential threat vice president elected president post uaw member existential,Kamala Harris,-0.5267,2024-10-13T16:29:08Z
spliced minute fire deceptively editing interview demand full release,Kamala Harris,-0.4404,2024-10-10T06:00:00Z
cbs ha come fire deceptively editing minute interview replacing wordsalad answer preinterview teaser completely different answer version aired article tyler durden republished zerohed,Kamala Harris,-0.25,2024-10-10T06:00:00Z
stupid day nullnullnullnullnull,Kamala Harris,-0.5267,2024-10-09T16:18:44Z
cnbc host joe kernen mocked republican pollster frank luntz defended announcing venezuelan eat cat dog nobody asked venezuela planning flee postelection sure doe mention caracas lot luntz join,Kamala Harris,0.296,2024-10-09T16:18:44Z
stephen moore want america world highest death tax,Kamala Harris,-0.5574,2024-10-14T18:22:28Z
thanks tax cut amount estate currently exempt tax roughly million,Kamala Harris,0.296,2024-10-14T18:22:28Z
frankly sir trumpleaning voter get earful town hall,Kamala Harris,0.0,2024-10-12T14:13:03Z
vice president went tirade trumpleaning voter asked explain got candidacy post frankly sir trumpleaning voter get earful town hall first appeared med,Kamala Harris,0.0,2024-10-12T14:13:03Z
release health report drawing contrast,Kamala Harris,0.0,2024-10-12T12:39:21Z
medical statement vice president dropped saturday declaring excellent health year old post release health report drawing contrast first appeared mediaite,Kamala Harris,0.5719,2024-10-12T12:39:21Z
went viral civics lesson jd vance hope listened,Kamala Harris,0.4404,2024-10-14T20:53:14Z
jd vance ha wrongly argued vice president opportunity implement policy idea civics lesson vance went viral,Kamala Harris,0.4019,2024-10-14T20:53:14Z
msnbc never conservative charlie sykes endorses call antitrump republican voting vp,Kamala Harris,0.34,2024-10-11T14:17:02Z
selfdescribed never trumper charlie sykes endorsed vp calling antitrump republican still wont vote post msnbc never conservative charlie sykes endorses call antitrump republican,Kamala Harris,0.5267,2024-10-11T14:17:02Z
curious scared debate minute releasing medical record,Kamala Harris,-0.1531,2024-10-14T19:01:14Z
shark stair,Kamala Harris,0.0,2024-10-14T19:01:14Z
play clip hitler case medium cant bear,Kamala Harris,0.34,2024-10-15T12:55:29Z
afraid servicey,Kamala Harris,0.0,2024-10-15T12:55:29Z
taunt sore spot new interview handed silver platter filed bankruptcy time,Kamala Harris,-0.3612,2024-10-14T19:07:05Z
vp tried strike nerve told roland martin wa handed wealth silver platter file bankruptcy six time post taunt sore spot new interview handed silver platte,Kamala Harris,0.0516,2024-10-14T19:07:05Z
call pas test cognitive stamen agility despite releasing medical record,Kamala Harris,0.0,2024-10-14T15:16:45Z
took another page best defense good offense playbook monday challenged vice president take cognitive test post call pas test cognitive stamen agility despite r,Kamala Harris,0.7351,2024-10-14T15:16:45Z
flays antiblack unfit unstable amid new black medium blitz,Kamala Harris,-0.3612,2024-10-14T18:16:37Z
vice president torched antiblack unfit unstable candidate interview influential black journalist roland martin post flays antiblack unfit unstable amid new black medium blitz first,Kamala Harris,-0.2732,2024-10-14T18:16:37Z
claim lot voter dumping divisive rant chart new way forward,Kamala Harris,-0.5719,2024-10-09T16:53:04Z
vice president said lot people voted dumping chart new way forward voting harrizwalz post claim lot voter dumping divisive rant chart new way,Kamala Harris,-0.7184,2024-10-09T16:53:04Z
empathy man unleashes colbert attack lie amid hurricane,Kamala Harris,-0.4767,2024-10-09T14:20:14Z
vp unleashed frustrated torrent interview stephen colbert asking empathy post empathy man unleashes colbert attack lie amid hurricane first app,Kamala Harris,-0.7579,2024-10-09T14:20:14Z
say caller claimed put nonwhite people camp made really important point,Kamala Harris,0.2716,2024-10-15T23:44:07Z
vice president praised voter making really important point suggested would put anyone doesnt look white camp post say caller claimed put nonwhite people camp made,Kamala Harris,0.6478,2024-10-15T23:44:07Z
chris wallace think debate scared minute interview,Kamala Harris,-0.4404,2024-10-15T21:01:56Z
think little scared compared longtime journalist tell view post chris wallace think debate scared minute interview appeared first thewrap,Kamala Harris,-0.6386,2024-10-15T21:01:56Z
fox bret baier fends fan bombarding interview conspiracy theory,Kamala Harris,-0.2732,2024-10-15T14:25:40Z
bret baier fended blizzard conspiracyminded accusation supporter baiers upcoming interview vice president post fox bret baier fends fan bombarding interview conspiracy,Kamala Harris,-0.25,2024-10-15T14:25:40Z
mitt romney wont say want voice posttrump gop,Kamala Harris,-0.0572,2024-10-09T22:10:14Z
sen mitt romney declined say voting suggesting want influence direction republican party posttrump future,Kamala Harris,0.4588,2024-10-09T22:10:14Z
older voter secret weapon,Kamala Harris,-0.296,2024-10-09T18:32:57Z
american senior often overlooked campaign split thats good news democrat,Kamala Harris,0.4215,2024-10-09T18:32:57Z
talking fly rally ally shred cnn unhinged unwell rally antic,Kamala Harris,0.0,2024-10-09T15:46:50Z
harriswalz campaign cochair cedric richmond tore cnns jim acosta asked latest rant bad gene retribution post talking fly rally ally shred cnn unhinged,Kamala Harris,-0.7096,2024-10-09T15:46:50Z
eric holder predicts get million vote nick wadhamsbloomberg,Kamala Harris,0.0,2024-10-14T18:30:00Z
nick wadhams bloomberg eric holder predicts get million vote would introduce nuance u policy toward israel former attorney general warns doom loop former attorney general eric holder sa,Kamala Harris,-0.4767,2024-10-14T18:30:00Z
call increasingly unstable unhinged pennsylvania rally abc news,Kamala Harris,-0.3612,2024-10-15T17:00:39Z
abc news call increasingly unstable unhinged pennsylvania rally played clip campaign stop erie monday democratic presidential nominee vice president speaks campaign,Kamala Harris,-0.3182,2024-10-15T17:00:39Z
agrees charlamagne say bring fascism yes say,Kamala Harris,0.5423,2024-10-15T21:45:46Z
joined radio host charlamagne tha god live audio town hall tuesday answered question listener post agrees charlamagne say bring fascism yes say first appeared medium,Kamala Harris,0.6808,2024-10-15T21:45:46Z
absurdly threatens minute editing interview must investigated starting today,Kamala Harris,-0.3818,2024-10-09T12:17:28Z
calling investigation minute apparently editing vice president harris answer make look presidential post absurdly threatens minute editing interview must investigated,Kamala Harris,-0.3818,2024-10-09T12:17:28Z
obama tell men doesnt represent real strength sahil kapurnbc news,Kamala Harris,-0.3875,2024-10-11T06:20:06Z
sahil kapur nbc news obama tell men doesnt represent real strength former president rallied battleground pennsylvania told volunteer worry black men particular arent showing enough enthusiasm,Kamala Harris,-0.8636,2024-10-11T06:20:06Z
maga called town hall moderator teleprompter lie,Kamala Harris,0.0,2024-10-11T13:49:53Z
another conspiracy theory vice president maga including sean hannity stephen miller running rampant internet move harris earringsaudio headphone teleprompter town hall set air univision,Kamala Harris,-0.5267,2024-10-11T13:49:53Z
chance holding onto georgia new poll,Kamala Harris,0.25,2024-10-10T20:46:23Z
president joe biden became first democrat win georgia since narrowly defeated,Kamala Harris,0.1779,2024-10-10T20:46:23Z
less trusted handle hurricane poll,Kamala Harris,0.4228,2024-10-09T10:42:37Z
new poll ha revealed trust handle natural disaster low aftermath hurricane helene,Kamala Harris,0.25,2024-10-09T10:42:37Z
hold major lead among florida independent poll,Kamala Harris,0.0,2024-10-10T13:13:45Z
leading four point florida ha point advantage independent according new poll,Kamala Harris,0.5267,2024-10-10T13:13:45Z
biden could beaten kellyanne conway,Kamala Harris,-0.4215,2024-10-14T18:15:29Z
conway predicts democrat regret pushing biden forecast narrow landslide,Kamala Harris,-0.4215,2024-10-14T18:15:29Z
cnbcs jim cramer float conspiracy theory could manipulate stock price claim advantage,Kamala Harris,-0.34,2024-10-15T18:39:57Z
cnbcs jim cramer floated conspiracy theory medium stock could manipulated claim advantage vp post cnbcs jim cramer float conspiracy theory could manipulate stock price claim advantage ka,Kamala Harris,-0.7506,2024-10-15T18:39:57Z
endorsed charlie sykesmsnbc,Kamala Harris,0.25,2024-10-15T01:20:04Z
charlie sykes msnbc endorsed conservative reject bring vote one candidate could stop refuse one dante inferno ive previously written moral,Kamala Harris,-0.6249,2024-10-15T01:20:04Z
ha billionaire prominently backing trumptyler perry bill ackman weigh update,Kamala Harris,0.3612,2024-10-16T13:55:01Z
like jeff bezos bill gate shied away offering endorsement like ultrarich counterpart elon musk shared thought two candidate,Kamala Harris,0.8271,2024-10-16T13:55:01Z
health report major goal,Kamala Harris,0.0,2024-10-16T04:00:00Z
release harris medical report selfgoal campaign must exploit day back released medical report claim ha physical mental resiliency required,Kamala Harris,0.25,2024-10-16T04:00:00Z
agrees charlamagne vision america fascism,Kamala Harris,0.4215,2024-10-16T15:17:06Z
former president plan would destroy democracy veep said calling weak man cozy dictator like vladimir putin,Kamala Harris,-0.5994,2024-10-16T15:17:06Z
campaign spokesman say fox news appearance crucial piece puzzle,Kamala Harris,0.0,2024-10-16T21:24:15Z
new interview vanity fair inside hive podcast ian sam tell host brian stelter signal strong weak withdrawn,Kamala Harris,0.2023,2024-10-16T21:24:15Z
bartirs outreach black menck men,Kamala Harris,0.2732,2024-10-16T14:11:44Z
fox business host queen magats maria bartiromo wa visibly upset tuesday vp ha unveiled new policy black men entrepreneur fox business put resident black magat rep byron donalds attack,Kamala Harris,-0.5106,2024-10-16T14:11:44Z
watters buying black vote welfare check blunt,Kamala Harris,0.0,2024-10-16T17:29:14Z
fox news racist assclown jesse watters ha getting desperate hero mental decline get apparent rally interview medium matter report watters called welfare check black men asking,Kamala Harris,-0.0516,2024-10-16T17:29:14Z
trailing arizona alls lost yet,Kamala Harris,-0.3182,2024-10-16T00:00:29Z
got big lead poll arizona still purple state ha repeatedly rejected maga extremist office,Kamala Harris,-0.2263,2024-10-16T00:00:29Z
denouncing disinformation interview spread lie,Kamala Harris,0.0,2024-10-16T11:40:42Z
told whopper tuesday audio town hall hosted medium personality charlamagne tha god,Kamala Harris,0.2732,2024-10-16T11:40:42Z
tucker carlson apologizes defending evil dick cheney year turned prokamala,Kamala Harris,-0.7351,2024-10-16T22:41:10Z
kennedy ha endorsed dick cheney ha endorsed kind sum conservative pundit tell megyn kelly post tucker carlson apologizes defending evil dick cheney year turned pr,Kamala Harris,0.1779,2024-10-16T22:41:10Z
